cidade,area,quartos,banheiros,garagem,valor(R$)
São Paulo,217,3,4,4,3598400
São Paulo,218,4,4,3,2391900
São Paulo,31,2,1,0,210800
São Paulo,380,4,7,7,4738100
Rio de Janeiro,40,1,2,0,475400
São Paulo,48,1,1,1,953000
São Paulo,55,1,1,0,312000
São Paulo,270,3,3,3,2032100
Rio de Janeiro,80,2,3,1,1081600
Rio de Janeiro,50,1,1,0,374800
São Paulo,38,2,1,0,773600
Belo Horizonte,320,4,5,4,1897400
São Paulo,500,3,6,0,1632800
Rio de Janeiro,110,3,3,0,538800
São Paulo,300,3,3,2,2285600
São Paulo,30,1,1,0,137000
São Paulo,58,2,2,1,891400
São Paulo,18,1,1,0,348400
São Paulo,139,4,4,8,763600
Rio de Janeiro,210,4,5,2,2250400
Porto Alegre,50,2,1,1,277200
São Paulo,70,1,1,2,1956200
São Paulo,36,1,1,0,291000
São Paulo,48,1,1,0,222800
Belo Horizonte,92,3,2,1,368400
Rio de Janeiro,189,3,2,0,1276200
Porto Alegre,38,1,1,1,585800
São Paulo,351,3,4,2,2642300
Rio de Janeiro,64,2,1,1,701000
São Paulo,31,1,1,1,596800
São Paulo,90,3,2,2,739800
São Paulo,40,1,1,0,877000
São Paulo,180,3,4,4,4121800
São Paulo,64,3,1,1,415400
São Paulo,190,3,4,3,1639000
São Paulo,400,3,3,4,2902100
Rio de Janeiro,180,4,5,3,2410400
São Paulo,73,1,1,0,792000
São Paulo,64,2,2,2,622400
São Paulo,65,3,1,1,622800
São Paulo,400,4,5,4,3509800
São Paulo,48,2,1,1,1226000
São Paulo,40,1,1,1,476800
Porto Alegre,61,2,1,0,373400
Rio de Janeiro,85,2,1,0,448000
Belo Horizonte,235,4,3,1,2552000
São Paulo,347,4,5,4,3430300
Rio de Janeiro,25,1,1,0,159400
Rio de Janeiro,85,2,2,1,1030000
São Paulo,103,3,3,2,1668200
São Paulo,159,3,3,2,715000
São Paulo,42,1,1,1,874200
São Paulo,100,3,2,1,530600
São Paulo,111,1,2,2,1993600
Porto Alegre,40,1,1,1,369000
Campinas,92,3,2,3,661800
Rio de Janeiro,480,5,6,4,2588000
Belo Horizonte,55,2,2,2,574800
Belo Horizonte,24,1,1,1,274600
São Paulo,50,1,1,1,243200
Rio de Janeiro,80,2,1,0,455800
São Paulo,230,3,2,0,606400
Porto Alegre,72,2,1,0,297000
Porto Alegre,90,2,1,0,350000
Belo Horizonte,22,1,1,0,142000
São Paulo,455,4,5,4,6316200
São Paulo,140,3,2,1,902200
Belo Horizonte,23,1,1,1,318800
Porto Alegre,46,1,1,0,228400
Campinas,70,1,1,1,569200
Belo Horizonte,150,5,3,0,680800
Campinas,55,1,1,0,199400
São Paulo,40,1,1,0,428200
São Paulo,91,2,1,1,495600
São Paulo,140,2,1,3,546400
São Paulo,50,1,1,0,383400
Campinas,52,2,1,1,263600
Rio de Janeiro,100,3,1,1,997800
São Paulo,160,4,3,3,1846200
São Paulo,50,1,1,0,152400
Campinas,137,3,2,1,714600
Porto Alegre,42,1,1,0,299000
São Paulo,650,3,7,2,2129900
Rio de Janeiro,90,3,2,0,406200
Rio de Janeiro,30,1,1,0,483000
São Paulo,254,4,4,3,1728800
São Paulo,40,1,1,1,905200
Rio de Janeiro,130,4,2,1,837600
Campinas,128,3,3,2,920400
São Paulo,78,2,1,3,357600
Campinas,42,1,1,0,142200
Campinas,140,3,3,2,660200
São Paulo,46,1,1,0,344200
Campinas,50,2,1,1,297000
São Paulo,54,1,1,1,1183400
São Paulo,40,1,1,1,784000
São Paulo,50,2,1,1,336800
São Paulo,75,3,1,1,459600
São Paulo,472,3,2,4,1449600
Porto Alegre,360,5,3,6,1016600
São Paulo,308,4,4,3,4377800
São Paulo,50,1,1,1,1232000
São Paulo,540,4,5,5,2163500
São Paulo,321,3,5,2,1700200
São Paulo,70,3,2,1,355800
Campinas,130,3,2,2,834000
São Paulo,170,3,2,2,967000
São Paulo,60,2,2,1,1375600
Rio de Janeiro,45,1,1,0,1017600
Belo Horizonte,60,2,1,1,261000
São Paulo,340,5,4,2,46635300
Porto Alegre,58,2,1,0,218000
São Paulo,195,4,3,3,2812300
São Paulo,100,2,4,0,607800
São Paulo,50,1,1,0,155600
Campinas,54,2,1,1,264200
Belo Horizonte,55,2,1,1,334600
São Paulo,48,1,1,2,1209400
São Paulo,58,2,1,1,547400
São Paulo,200,3,4,3,2356000
Campinas,77,3,1,2,411000
Belo Horizonte,72,2,1,1,344000
São Paulo,50,2,1,2,477200
Rio de Janeiro,95,2,2,1,6436300
São Paulo,130,3,2,0,1125200
Rio de Janeiro,30,1,1,0,242000
São Paulo,300,4,3,4,3518100
Rio de Janeiro,95,3,2,1,708400
São Paulo,80,3,1,1,478600
São Paulo,310,3,3,2,3751700
Porto Alegre,170,3,2,0,586000
Rio de Janeiro,46,2,1,0,276200
Rio de Janeiro,97,3,2,0,788000
São Paulo,130,3,2,1,1904200
Rio de Janeiro,30,1,1,0,301000
São Paulo,40,1,1,1,624200
São Paulo,90,3,2,2,633400
São Paulo,89,2,2,2,1917800
São Paulo,240,3,3,5,1309000
São Paulo,106,3,2,0,720000
São Paulo,80,2,1,1,447400
São Paulo,22,1,1,1,550800
São Paulo,141,4,3,2,1220600
São Paulo,340,4,6,6,3095600
São Paulo,105,4,2,2,1728400
São Paulo,70,3,1,1,373400
São Paulo,200,3,2,1,1928800
Campinas,62,2,1,0,204000
São Paulo,74,2,3,2,746200
Rio de Janeiro,333,5,4,3,2038100
São Paulo,250,4,2,5,1120600
São Paulo,70,1,1,1,837600
Rio de Janeiro,120,3,2,2,1574000
Porto Alegre,35,1,1,0,230000
Rio de Janeiro,67,2,1,0,487200
São Paulo,220,4,3,4,1167800
Campinas,80,3,2,2,653400
São Paulo,57,1,1,1,1164800
Porto Alegre,100,2,2,2,502400
Rio de Janeiro,60,1,1,0,272000
Campinas,87,3,2,1,487800
São Paulo,530,4,4,6,2199800
São Paulo,35,1,1,0,158200
São Paulo,140,3,2,2,1109200
São Paulo,45,2,2,0,347800
São Paulo,70,1,1,1,943200
São Paulo,140,3,3,1,555600
Belo Horizonte,80,3,2,1,599800
São Paulo,50,1,1,0,243600
São Paulo,108,3,2,2,807800
São Paulo,60,3,1,1,558200
São Paulo,30,1,1,1,821000
São Paulo,110,3,3,2,1008200
Rio de Janeiro,70,2,1,1,408400
São Paulo,360,3,5,4,1531200
Campinas,348,3,3,3,1288200
São Paulo,270,3,4,3,2720200
Rio de Janeiro,86,2,2,1,1489200
São Paulo,100,3,4,2,977800
São Paulo,30,1,1,1,489600
São Paulo,146,3,4,3,2466400
Belo Horizonte,100,3,3,1,418400
Rio de Janeiro,185,3,2,1,1895400
São Paulo,300,3,5,2,1055800
São Paulo,120,3,4,0,743400
São Paulo,195,3,3,2,673000
São Paulo,110,1,3,2,2003900
São Paulo,210,3,3,3,2021600
Campinas,400,4,6,3,1760600
Belo Horizonte,42,2,1,1,187600
Belo Horizonte,180,3,1,0,764600
Campinas,329,4,2,2,1768000
São Paulo,44,1,1,0,303600
Belo Horizonte,28,1,1,1,363400
Rio de Janeiro,90,3,2,1,1031800
São Paulo,90,2,1,0,602400
São Paulo,200,2,1,0,626800
Porto Alegre,240,3,4,3,1258200
Porto Alegre,55,2,1,0,360400
Belo Horizonte,90,3,2,0,1007200
São Paulo,85,3,1,2,630000
São Paulo,255,4,4,3,2410100
São Paulo,280,5,2,1,1624200
Rio de Janeiro,32,1,1,0,411800
Belo Horizonte,29,1,1,0,224600
São Paulo,48,1,1,1,733600
Campinas,170,3,2,2,486600
Belo Horizonte,45,1,1,1,668000
Campinas,341,4,6,4,2892400
Porto Alegre,80,2,2,0,397400
Rio de Janeiro,153,3,2,1,848000
Rio de Janeiro,120,3,2,1,697800
São Paulo,33,1,1,0,404200
São Paulo,180,4,4,2,1595400
Campinas,84,3,1,1,462600
São Paulo,73,3,2,1,765800
São Paulo,50,1,2,1,819800
São Paulo,40,1,1,1,1031800
São Paulo,216,3,4,4,3678100
São Paulo,44,1,1,1,576000
Belo Horizonte,120,3,2,2,474400
Porto Alegre,150,3,3,2,2116000
São Paulo,136,3,2,3,851400
Porto Alegre,54,1,1,0,288000
São Paulo,100,2,1,1,1096600
São Paulo,50,2,1,1,342400
Campinas,60,2,1,0,190200
Rio de Janeiro,125,3,2,1,1060200
Rio de Janeiro,28,1,1,0,469000
Porto Alegre,78,2,1,0,362800
Porto Alegre,46,1,1,0,247000
São Paulo,35,1,1,1,720800
São Paulo,104,3,2,2,1237200
São Paulo,215,3,3,2,3805500
Campinas,100,3,2,2,459800
Belo Horizonte,30,1,1,1,143000
Porto Alegre,43,1,1,0,359400
São Paulo,234,3,4,3,1914600
São Paulo,37,1,1,0,642800
São Paulo,50,2,1,0,424400
Rio de Janeiro,71,2,2,1,981200
São Paulo,118,3,3,2,1059200
Campinas,122,3,2,1,428000
Rio de Janeiro,58,2,2,1,401000
São Paulo,270,3,3,2,1989600
Porto Alegre,90,3,2,2,780400
São Paulo,400,4,3,3,1874200
Campinas,155,3,3,2,1311600
Rio de Janeiro,85,2,1,0,929600
São Paulo,280,4,4,4,3487900
Rio de Janeiro,30,1,1,0,514200
São Paulo,54,1,2,0,787000
Porto Alegre,25,1,1,0,213000
Belo Horizonte,176,4,2,2,960000
São Paulo,570,4,6,4,2498200
Belo Horizonte,95,2,2,1,505400
São Paulo,30,1,1,0,281400
São Paulo,250,3,4,3,811000
São Paulo,98,3,3,2,507600
Belo Horizonte,68,2,2,2,207600
São Paulo,83,3,2,2,971600
Belo Horizonte,70,2,2,2,623200
Belo Horizonte,50,2,1,1,242400
São Paulo,480,4,5,3,1612400
São Paulo,250,3,2,8,2030100
São Paulo,191,4,3,3,2724100
São Paulo,140,3,3,3,2220200
São Paulo,49,1,1,1,610200
Belo Horizonte,362,5,4,4,2182000
Rio de Janeiro,61,2,1,0,395000
Porto Alegre,156,3,2,1,350800
São Paulo,179,3,2,1,1457000
Rio de Janeiro,120,3,3,2,817400
Belo Horizonte,200,4,2,2,2486000
São Paulo,185,3,3,3,1849600
São Paulo,120,2,2,0,813200
São Paulo,50,2,1,1,431200
Belo Horizonte,400,3,3,2,975800
São Paulo,240,3,4,2,1790000
São Paulo,60,2,1,1,434000
São Paulo,100,2,1,3,623800
São Paulo,250,4,4,3,1606000
Porto Alegre,100,4,2,1,552800
Rio de Janeiro,72,1,2,1,521200
Rio de Janeiro,70,2,1,0,456600
São Paulo,16,1,1,0,548000
São Paulo,98,3,2,2,1091600
São Paulo,170,3,3,1,717400
São Paulo,45,2,1,0,317000
São Paulo,90,2,2,1,1294400
São Paulo,30,1,1,1,615600
São Paulo,140,3,3,2,1475400
São Paulo,90,2,2,2,1051800
Belo Horizonte,62,2,2,0,263600
Rio de Janeiro,80,2,2,0,636600
São Paulo,40,1,1,0,152400
Rio de Janeiro,65,1,1,0,430800
São Paulo,300,3,2,1,899400
São Paulo,340,4,4,3,2247500
São Paulo,72,2,2,1,1354200
São Paulo,250,4,3,3,2829600
Rio de Janeiro,100,2,2,3,1034600
São Paulo,45,1,1,1,1718000
Porto Alegre,98,3,1,0,2645700
Belo Horizonte,164,3,2,2,676800
São Paulo,250,3,3,4,1431400
Rio de Janeiro,28,1,1,0,362800
Rio de Janeiro,60,2,1,0,454400
São Paulo,105,3,3,2,910400
São Paulo,220,2,4,3,3191900
Rio de Janeiro,250,5,3,1,932200
São Paulo,171,3,3,1,1563800
Rio de Janeiro,156,4,3,2,1180200
São Paulo,150,3,5,3,951400
Belo Horizonte,75,3,2,1,414000
São Paulo,254,3,5,4,2623700
São Paulo,68,1,2,1,2390100
São Paulo,55,2,1,0,377000
Porto Alegre,40,1,1,0,206200
São Paulo,230,2,3,1,3120300
Porto Alegre,70,2,2,0,501000
São Paulo,170,4,5,2,751200
Porto Alegre,40,1,1,1,307000
São Paulo,45,1,1,1,1718000
São Paulo,270,3,4,3,2553700
Campinas,54,2,1,1,372600
Campinas,291,4,3,2,711600
Belo Horizonte,86,2,1,1,331600
São Paulo,77,2,1,1,622800
São Paulo,86,3,2,2,735400
Campinas,200,3,4,2,960200
São Paulo,90,2,2,2,1186200
São Paulo,64,2,2,2,879000
Porto Alegre,54,2,1,2,320000
Porto Alegre,387,7,5,3,1300200
São Paulo,100,2,3,2,2269500
São Paulo,50,2,2,1,442600
Belo Horizonte,520,3,3,4,3103700
São Paulo,23,1,1,0,515800
Rio de Janeiro,60,1,1,0,424200
São Paulo,96,2,1,1,767800
São Paulo,140,3,1,0,581600
Rio de Janeiro,103,3,2,0,759600
São Paulo,148,4,4,4,1002400
São Paulo,172,4,3,1,733400
São Paulo,93,2,3,2,919400
São Paulo,72,2,2,1,644000
Campinas,68,2,1,1,398000
São Paulo,350,4,3,4,854000
Rio de Janeiro,70,2,2,1,944200
São Paulo,400,5,4,3,2124100
Porto Alegre,38,1,1,0,198000
São Paulo,107,2,2,1,2020000
São Paulo,38,1,1,0,204600
São Paulo,111,3,2,0,833200
São Paulo,140,4,3,2,1236600
São Paulo,35,1,1,0,239000
São Paulo,178,3,3,4,3644100
São Paulo,200,2,2,1,2584100
São Paulo,33,1,1,0,282800
Belo Horizonte,90,3,2,1,412400
Rio de Janeiro,65,2,1,0,449600
São Paulo,320,3,3,8,1231000
Porto Alegre,68,2,1,0,305200
Porto Alegre,180,6,2,3,1022600
São Paulo,50,2,1,1,277800
São Paulo,137,3,2,1,1306600
São Paulo,165,3,2,2,1822400
São Paulo,180,2,2,1,1443600
São Paulo,220,4,4,3,1931400
Belo Horizonte,85,2,2,1,675800
Rio de Janeiro,37,1,1,0,465600
Porto Alegre,64,2,3,2,660800
Rio de Janeiro,97,2,2,1,1312200
Belo Horizonte,90,3,2,1,313600
Rio de Janeiro,130,3,2,1,1223400
Campinas,128,4,2,1,880600
São Paulo,58,2,2,1,1047000
Belo Horizonte,76,2,1,1,222400
São Paulo,220,2,4,2,1498800
São Paulo,40,1,1,0,167800
São Paulo,235,3,4,3,1116600
Belo Horizonte,45,1,1,0,291000
São Paulo,47,2,1,1,338800
Belo Horizonte,471,5,6,3,3105700
Campinas,50,1,1,0,193600
Belo Horizonte,344,3,4,4,3917900
São Paulo,38,1,1,1,451000
Porto Alegre,42,2,1,0,177800
Belo Horizonte,60,1,1,1,358000
São Paulo,500,4,6,4,3079600
São Paulo,49,2,1,1,408600
Belo Horizonte,48,2,1,1,225600
São Paulo,45,2,1,0,285800
Porto Alegre,72,2,2,1,369600
Belo Horizonte,400,3,2,1,377000
São Paulo,28,1,1,0,354600
Rio de Janeiro,189,3,2,2,2319900
São Paulo,160,3,2,0,1067800
Rio de Janeiro,330,4,4,2,3498400
São Paulo,200,3,5,4,934200
São Paulo,375,4,5,5,4557900
São Paulo,68,2,2,1,478000
São Paulo,70,2,1,1,694800
Rio de Janeiro,110,3,2,0,910400
São Paulo,103,3,3,2,1494200
Rio de Janeiro,26,1,1,0,325800
Belo Horizonte,88,3,2,2,327400
São Paulo,165,3,4,3,1366200
São Paulo,80,2,2,0,256800
Porto Alegre,90,3,2,2,674000
São Paulo,380,4,1,2,889400
São Paulo,174,3,4,2,1680600
São Paulo,128,4,5,1,1391600
São Paulo,160,3,4,4,971400
Rio de Janeiro,168,3,2,0,1033000
Campinas,100,3,2,2,606600
Rio de Janeiro,69,2,1,1,388800
Belo Horizonte,300,3,3,0,1016400
Belo Horizonte,163,4,4,0,1725400
São Paulo,86,3,1,1,668800
São Paulo,236,4,3,3,1141200
Rio de Janeiro,112,3,2,0,1113200
São Paulo,600,5,5,6,2800100
Campinas,256,4,5,4,1621200
São Paulo,220,3,4,2,765800
São Paulo,257,4,4,4,3747700
Belo Horizonte,75,3,1,1,373200
Rio de Janeiro,400,3,1,1,1686600
São Paulo,560,4,6,5,1669800
São Paulo,220,4,4,5,1271800
Rio de Janeiro,70,1,1,1,973200
Belo Horizonte,19,1,1,0,250600
São Paulo,35,1,1,0,185000
São Paulo,70,1,1,1,687800
São Paulo,40,1,1,0,757200
Porto Alegre,37,1,1,0,383800
São Paulo,180,2,2,1,2599500
Rio de Janeiro,60,1,1,0,614000
Rio de Janeiro,90,3,2,1,567400
São Paulo,208,4,2,4,970000
Rio de Janeiro,160,3,2,1,1379200
Belo Horizonte,180,4,2,1,935400
Porto Alegre,150,4,3,0,831800
Campinas,75,2,1,1,235400
Rio de Janeiro,90,2,2,1,612600
São Paulo,170,4,2,2,598800
São Paulo,193,2,4,4,3287600
São Paulo,40,1,1,0,568400
São Paulo,45,1,1,1,925400
São Paulo,116,3,4,2,1944400
São Paulo,67,2,2,1,596000
São Paulo,40,1,1,0,549400
São Paulo,140,2,3,1,811600
Campinas,52,2,1,1,263600
São Paulo,350,3,4,6,948400
São Paulo,420,3,4,4,1301600
Porto Alegre,204,4,4,2,720400
São Paulo,110,2,2,1,485200
São Paulo,645,5,8,8,3512000
São Paulo,260,4,5,5,3401900
São Paulo,160,2,1,0,726200
São Paulo,50,2,1,0,252200
Rio de Janeiro,40,1,2,0,475400
Rio de Janeiro,60,2,1,0,747600
Rio de Janeiro,30,1,1,0,212600
Rio de Janeiro,75,3,2,0,510200
Rio de Janeiro,78,3,3,1,804600
Belo Horizonte,140,4,2,2,992000
Campinas,500,3,7,5,2168100
Porto Alegre,80,1,1,0,200800
Porto Alegre,182,3,4,2,638000
São Paulo,90,2,1,1,559200
São Paulo,103,3,2,1,555200
Porto Alegre,180,3,2,3,1085000
Belo Horizonte,32,1,1,0,333000
Campinas,52,1,1,1,233200
Rio de Janeiro,75,4,1,0,612600
Belo Horizonte,290,4,5,4,1319800
Rio de Janeiro,50,1,1,1,552000
São Paulo,550,5,6,4,3269500
São Paulo,216,4,4,4,1046400
São Paulo,444,4,4,5,2147500
Porto Alegre,69,3,2,1,467600
Belo Horizonte,76,2,1,2,486400
São Paulo,180,3,5,3,2220300
São Paulo,445,3,5,4,3951600
São Paulo,156,3,4,3,1231800
São Paulo,35,1,1,0,228800
São Paulo,130,3,4,3,888200
Porto Alegre,92,3,2,1,808400
São Paulo,200,3,2,4,1807000
São Paulo,50,2,1,1,394200
Belo Horizonte,50,2,1,0,177800
São Paulo,155,3,3,2,3030300
Belo Horizonte,1000,5,4,3,1796600
Rio de Janeiro,42,1,1,0,575800
São Paulo,58,2,1,0,388000
São Paulo,35,1,1,1,828400
Belo Horizonte,27,1,1,0,303400
Belo Horizonte,16,1,1,0,141800
Belo Horizonte,94,3,2,1,500200
Porto Alegre,83,3,2,1,677600
Belo Horizonte,360,5,4,4,1949600
Belo Horizonte,360,5,2,2,1129600
Campinas,430,4,5,5,2734000
Belo Horizonte,29,1,1,0,224600
Rio de Janeiro,120,3,2,0,655600
São Paulo,50,1,1,1,1202800
Porto Alegre,60,2,1,0,140800
São Paulo,45,2,2,0,347800
Rio de Janeiro,250,3,2,2,2545500
São Paulo,200,3,2,2,991000
Rio de Janeiro,70,2,1,1,657600
São Paulo,48,1,1,0,225200
São Paulo,70,2,1,1,668000
São Paulo,73,2,2,1,1266400
São Paulo,90,2,1,0,652000
Porto Alegre,45,1,1,0,156800
São Paulo,80,2,2,2,809000
São Paulo,106,3,2,2,1453000
Belo Horizonte,45,2,1,1,242200
São Paulo,315,4,4,2,2209500
São Paulo,287,3,5,0,3453700
Belo Horizonte,230,4,3,2,1504400
São Paulo,42,1,2,1,63382200
Rio de Janeiro,152,2,2,1,592400
Campinas,75,3,1,2,398000
São Paulo,94,3,2,2,613600
Rio de Janeiro,70,2,2,0,510200
São Paulo,59,2,1,0,463000
São Paulo,380,4,3,2,4338100
São Paulo,217,4,4,3,2038000
São Paulo,110,2,1,1,834600
Campinas,38,1,1,0,185400
São Paulo,310,4,5,5,3732200
São Paulo,400,3,4,2,639600
Porto Alegre,55,2,1,1,371000
São Paulo,320,3,5,0,2654200
Campinas,75,3,2,2,479200
Belo Horizonte,235,4,5,3,920000
Belo Horizonte,434,5,6,0,3193800
São Paulo,160,4,4,2,2012400
São Paulo,108,3,2,2,1150800
São Paulo,280,5,5,2,3643500
Rio de Janeiro,55,2,1,1,296800
Rio de Janeiro,60,2,1,1,475000
São Paulo,226,4,4,3,2965700
Belo Horizonte,58,2,1,1,222400
São Paulo,178,4,3,2,1829000
Porto Alegre,40,1,1,0,264400
Campinas,205,3,2,4,517000
São Paulo,112,3,2,3,823000
Belo Horizonte,300,4,4,3,3630000
São Paulo,140,3,3,2,1075200
Belo Horizonte,113,2,2,2,616200
Belo Horizonte,96,3,2,2,397800
São Paulo,55,1,2,1,819000
São Paulo,180,2,3,3,2395900
São Paulo,240,7,3,4,1385000
São Paulo,80,3,4,1,609200
Belo Horizonte,230,5,3,2,595800
Belo Horizonte,127,3,2,3,821400
Belo Horizonte,156,4,4,3,1571200
São Paulo,65,2,1,2,1079000
São Paulo,88,2,2,2,1138400
Porto Alegre,107,3,2,1,415600
Rio de Janeiro,60,2,1,1,364200
Porto Alegre,35,1,1,0,159600
Porto Alegre,243,3,5,1,1618600
São Paulo,30,1,1,0,186000
Campinas,45,1,1,1,325600
Rio de Janeiro,130,3,2,2,642600
Porto Alegre,80,2,2,0,628200
São Paulo,98,2,2,1,726600
São Paulo,15,1,1,0,259800
Rio de Janeiro,57,2,2,1,637000
Porto Alegre,180,4,2,2,709000
São Paulo,200,4,4,3,2127800
Rio de Janeiro,70,2,2,1,436800
São Paulo,350,2,1,0,549400
Porto Alegre,64,2,1,0,396800
Porto Alegre,40,1,1,0,152800
Belo Horizonte,73,1,1,0,142000
São Paulo,200,3,3,2,3097700
São Paulo,36,1,1,1,570800
Campinas,63,2,1,0,257400
São Paulo,85,2,1,1,880000
São Paulo,198,5,5,2,1180800
Campinas,70,3,1,1,266200
Belo Horizonte,60,2,1,1,263800
Belo Horizonte,90,4,3,1,239200
Porto Alegre,98,2,1,0,459600
São Paulo,103,3,2,2,929600
São Paulo,160,2,3,0,897800
Rio de Janeiro,100,3,2,1,1167200
São Paulo,50,2,1,1,295600
São Paulo,55,2,1,1,357000
São Paulo,80,2,2,0,645800
São Paulo,50,1,1,0,140200
Rio de Janeiro,25,1,1,0,450600
São Paulo,120,2,2,2,1168200
São Paulo,127,3,3,2,982000
São Paulo,98,3,2,1,1424000
São Paulo,65,1,1,0,732800
Rio de Janeiro,86,2,2,2,384800
Porto Alegre,200,4,3,0,3220100
São Paulo,360,4,5,5,3338300
São Paulo,65,2,1,1,366400
São Paulo,93,1,3,1,923600
São Paulo,187,4,5,3,2140400
Belo Horizonte,616,5,5,6,2761800
Rio de Janeiro,86,2,2,2,384800
São Paulo,139,2,2,1,1062400
Rio de Janeiro,100,2,2,1,653800
São Paulo,285,4,4,4,2520200
São Paulo,52,2,1,1,788800
São Paulo,39,1,1,0,465200
Porto Alegre,42,1,2,1,417200
Rio de Janeiro,30,1,1,0,355600
Rio de Janeiro,70,2,1,1,352600
São Paulo,60,1,1,0,267200
São Paulo,90,2,2,2,1006200
Porto Alegre,61,2,1,0,254600
Porto Alegre,50,1,1,0,227400
Campinas,48,2,1,1,398800
São Paulo,27,1,1,0,990200
Belo Horizonte,100,3,3,1,847000
São Paulo,155,2,1,1,1353600
São Paulo,230,4,5,0,1603000
Campinas,47,1,1,1,344000
Campinas,55,2,1,1,232800
Campinas,60,1,1,1,291000
Belo Horizonte,380,5,6,2,939800
São Paulo,180,3,2,4,2366300
Porto Alegre,196,3,4,2,1398600
Porto Alegre,70,2,1,0,342200
São Paulo,227,4,3,3,3165700
São Paulo,60,2,1,1,673400
Porto Alegre,63,2,2,1,499000
São Paulo,150,3,3,2,988800
Campinas,144,4,3,2,668000
Rio de Janeiro,200,2,1,0,609200
São Paulo,34,2,1,0,508600
São Paulo,74,2,3,2,746200
Porto Alegre,73,3,1,0,457200
São Paulo,368,4,5,6,3005900
Rio de Janeiro,160,3,2,1,968000
Belo Horizonte,120,4,3,2,658800
Belo Horizonte,180,4,3,4,2897800
Belo Horizonte,290,3,3,0,1275000
São Paulo,225,4,3,2,837600
Campinas,60,3,1,1,323600
São Paulo,35,1,1,0,314400
São Paulo,95,3,2,1,1639400
Belo Horizonte,260,4,4,0,1478000
São Paulo,260,4,4,4,2888000
Rio de Janeiro,350,3,2,3,3212300
São Paulo,500,4,4,0,1311600
Porto Alegre,42,1,1,1,497200
São Paulo,80,2,1,1,1066600
São Paulo,100,5,5,2,990000
São Paulo,110,2,2,2,705800
São Paulo,70,1,1,0,333600
São Paulo,12,1,1,0,202600
São Paulo,62,1,1,1,265800
São Paulo,90,2,1,1,501000
São Paulo,220,3,3,2,2839900
Porto Alegre,197,3,2,3,1861600
São Paulo,214,3,2,5,4174300
Rio de Janeiro,105,3,2,1,624000
Belo Horizonte,390,5,5,5,2040400
São Paulo,390,4,5,4,2491700
Rio de Janeiro,105,3,2,1,1091600
São Paulo,270,3,6,2,1422400
Belo Horizonte,260,4,4,5,1052400
Rio de Janeiro,344,4,3,2,1298400
São Paulo,100,2,1,0,428200
Rio de Janeiro,50,2,1,0,466800
São Paulo,183,4,3,4,1719600
São Paulo,270,4,5,3,2775700
São Paulo,180,2,3,2,1715800
São Paulo,52,2,1,1,390200
São Paulo,260,4,4,4,913600
Rio de Janeiro,38,1,1,1,378400
São Paulo,40,1,1,1,1055400
São Paulo,360,4,5,4,2479900
Porto Alegre,160,3,3,3,2380200
São Paulo,120,3,2,2,1013000
São Paulo,70,2,1,1,286200
Campinas,203,3,1,2,693400
São Paulo,18,1,1,0,255200
Rio de Janeiro,50,2,1,1,410600
São Paulo,33,1,1,0,353400
São Paulo,30,1,1,0,235800
São Paulo,330,2,4,3,1618200
Porto Alegre,60,2,2,1,573800
São Paulo,144,3,4,3,1747400
Rio de Janeiro,93,2,1,1,1417600
São Paulo,100,2,1,1,402600
Porto Alegre,71,3,1,0,327000
Rio de Janeiro,67,1,1,1,288400
São Paulo,70,2,1,0,722000
Belo Horizonte,300,4,6,4,3382100
São Paulo,240,3,2,2,2654200
São Paulo,96,3,1,2,497200
São Paulo,200,4,3,2,1658400
Campinas,54,1,2,1,789000
São Paulo,174,3,5,3,2560200
São Paulo,350,3,4,4,3292000
Belo Horizonte,92,3,2,2,489400
Belo Horizonte,125,3,2,0,592600
Campinas,308,3,4,4,1719800
São Paulo,375,4,5,4,2780100
São Paulo,137,3,4,2,772400
Belo Horizonte,70,1,1,0,290000
Belo Horizonte,65,2,2,1,306400
São Paulo,107,2,2,2,3036000
São Paulo,85,2,2,1,1193000
São Paulo,69,2,1,0,709400
Belo Horizonte,110,3,2,1,393800
Porto Alegre,113,3,2,3,586400
São Paulo,213,4,3,0,1121000
São Paulo,140,2,2,2,559400
Belo Horizonte,253,3,3,3,601800
Belo Horizonte,490,4,4,3,1946600
São Paulo,96,4,2,2,835600
São Paulo,23,1,1,0,515800
Rio de Janeiro,80,2,2,1,1870600
São Paulo,92,3,2,2,970400
Rio de Janeiro,25,1,1,0,561000
São Paulo,220,3,2,8,932800
São Paulo,70,3,1,1,634600
São Paulo,130,3,2,1,1133200
Rio de Janeiro,120,3,2,0,593200
São Paulo,208,3,2,1,1844400
Belo Horizonte,70,2,1,2,458800
São Paulo,160,5,3,3,969800
Belo Horizonte,214,4,3,3,1646600
São Paulo,40,1,1,1,808000
Rio de Janeiro,64,2,1,0,924200
São Paulo,290,4,5,2,3060200
Porto Alegre,35,1,1,0,218400
São Paulo,138,2,3,2,2071700
