idade,classe_trabalho,escolaridade,anos_estudo,Estado_civil,raça,sexo,UF,regiao
48,Funcionário Público,Ensino Médio Completo,10,Solteiro,Negro,Masculino,MT,Centro-Oeste
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,GO,Centro-Oeste
46,Funcionário Setor Privado,Ensino Médio Completo,13,Viúvo,Branco,Feminino,DF,Centro-Oeste
32,Funcionário Setor Privado,Ensino Fundamental Incompleto,3,Casado,Branco,Masculino,RO,Norte
22,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,AC,Norte
24,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,AM,Norte
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,R,Norte
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,PA,Norte
28,Autônomo,Mestrado,15,Solteiro,Branco,Masculino,AP,Norte
40,MEI,Ensino Médio Incompleto,9,Casado,Branco,Masculino,TO,Norte
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MA,Nordeste
54,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PI,Nordeste
59,Empresário,Ensino Médio Completo,10,Casado,Branco,Masculino,CE,Nordeste
17,Menor Aprendiz,Ensino Médio Incompleto,7,Solteiro,Branco,Feminino,RN,Nordeste
25,Autônomo,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PB,Nordeste
49,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PE,Nordeste
55,Autônomo,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,AL,Nordeste
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SE,Nordeste
67,Aposentado,Ensino Médio Completo,10,Viúvo,Branco,Feminino,BA,Nordeste
28,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MG,Sudeste
35,Funcionário Setor Privado,Ensino Fundamental Completo,5,Casado,Branco,Masculino,ES,Sudeste
44,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RJ,Sudeste
51,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,SP,Sudeste
55,Funcionário Setor Privado,Ensino Médio Completo,13,Viúvo,Pardo,Masculino,PR,Sul
45,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SC,Sul
32,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RS,Sul
45,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,MS,Centro-Oeste
45,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,MT,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,GO,Centro-Oeste
55,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,DF,Centro-Oeste
59,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,RO,Norte
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,AC,Norte
46,Empresário,Mestrado,14,Viúvo,Negro,Feminino,AM,Norte
23,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,R,Norte
47,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PA,Norte
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AP,Norte
51,Funcionário Setor Privado,Ensino Médio Incompleto,7,Divorciado,Branco,Masculino,TO,Norte
40,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,MA,Nordeste
24,Servidor Público,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PI,Nordeste
20,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,CE,Nordeste
44,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Masculino,RN,Nordeste
26,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,PB,Nordeste
35,Empresário,Ensino Médio Incompleto,9,Separado,Branco,Feminino,PE,Nordeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Pardo,Masculino,AL,Nordeste
40,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,SE,Nordeste
49,Empresário,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
32,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MG,Sudeste
28,Funcionário Setor Privado,Ensino Médio Completo,11,Divorciado,Branco,Feminino,ES,Sudeste
51,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,RJ,Sudeste
62,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,SP,Sudeste
31,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,PR,Sul
47,Empresário,Ensino Médio Completo,12,Casado,Branco,Masculino,SC,Sul
36,Funcionário Setor Privado,Ensino Médio Completo,11,Solteiro,Branco,Feminino,RS,Sul
44,Servidor Público,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MS,Centro-Oeste
18,,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,MT,Centro-Oeste
46,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,GO,Centro-Oeste
32,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,DF,Centro-Oeste
51,Autônomo,Ensino Médio Completo,12,Divorciado,Negro,Feminino,RO,Norte
48,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,AC,Norte
28,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Negro,Feminino,AM,Norte
57,MEI,Ensino Médio Completo,10,Casado,Branco,Masculino,R,Norte
33,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Masculino,PA,Norte
42,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Branco,Masculino,AP,Norte
17,Menor Aprendiz,Ensino Fundamental Completo,6,Solteiro,Branco,Masculino,TO,Norte
63,,Ensino Fundamental Completo,5,Separado,Negro,Masculino,MA,Nordeste
31,MEI,Ensino Médio Completo,13,Casado,Branco,Masculino,PI,Nordeste
34,,Mestrado,14,Solteiro,Branco,Masculino,CE,Nordeste
35,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,RN,Nordeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,PB,Nordeste
36,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,PE,Nordeste
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,AL,Nordeste
33,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Negro,Masculino,SE,Nordeste
36,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,BA,Nordeste
31,Funcionário Setor Privado,Ensino Médio Completo,13,Divorciado,Branco,Feminino,MG,Sudeste
29,Funcionário Setor Privado,Ensino Médio Completo,12,Divorciado,Branco,Feminino,ES,Sudeste
47,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RJ,Sudeste
30,Funcionário Setor Privado,Doutorado,16,Casado,Branco,Masculino,SP,Sudeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PR,Sul
23,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,SC,Sul
33,Funcionário Setor Privado,Ensino Médio Completo,11,Divorciado,Branco,Masculino,RS,Sul
59,Funcionário Setor Privado,Ensino Fundamental Completo,6,Divorciado,Branco,Feminino,MS,Centro-Oeste
67,Aposentado,Ensino Médio Completo,13,Divorciado,Branco,Masculino,MT,Centro-Oeste
26,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,GO,Centro-Oeste
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Pardo,Masculino,DF,Centro-Oeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,RO,Norte
24,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,AC,Norte
44,Funcionário Público,Ensino Médio Completo,11,Divorciado,Branco,Masculino,AM,Norte
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,R,Norte
28,Funcionário Setor Privado,Mestrado,15,Casado,Branco,Masculino,PA,Norte
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,AP,Norte
31,Autônomo,Ensino Médio Completo,13,Casado,Branco,Feminino,TO,Norte
20,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,MA,Nordeste
64,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,PI,Nordeste
47,Servidor Público,Ensino Médio Incompleto,9,Casado,Branco,Feminino,CE,Nordeste
36,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,RN,Nordeste
48,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PB,Nordeste
19,Autônomo,Ensino Médio Completo,10,Solteiro,Branco,Feminino,PE,Nordeste
22,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,AL,Nordeste
56,Funcionário Setor Privado,Ensino Fundamental Completo,5,Divorciado,Branco,Masculino,SE,Nordeste
22,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,BA,Nordeste
37,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MG,Sudeste
57,Empresário,Ensino Médio Completo,13,Viúvo,Branco,Feminino,ES,Sudeste
38,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Branco,Masculino,RJ,Sudeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,SP,Sudeste
22,,Ensino Médio Incompleto,7,Separado,Negro,Feminino,PR,Sul
38,Funcionário Público,Ensino Médio Completo,10,Divorciado,Branco,Feminino,SC,Sul
30,MEI,Ensino Médio Completo,10,Casado,Pardo,Masculino,RS,Sul
32,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,MS,Centro-Oeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,8,União Estável,Negro,Feminino,MT,Centro-Oeste
56,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,GO,Centro-Oeste
42,Funcionário Setor Privado,Ensino Médio Completo,11,Casado,Branco,Feminino,DF,Centro-Oeste
66,Aposentado,Ensino Fundamental Completo,6,Divorciado,Branco,Masculino,RO,Norte
71,Aposentado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,AC,Norte
20,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Branco,Masculino,AM,Norte
25,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,R,Norte
42,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
20,,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,AP,Norte
61,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,TO,Norte
24,Servidor Público,Ensino Médio Completo,13,Casado,Branco,Feminino,MA,Nordeste
51,Funcionário Setor Privado,Ensino Fundamental Completo,5,Solteiro,Negro,Feminino,PI,Nordeste
27,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,CE,Nordeste
41,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Feminino,RN,Nordeste
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,PB,Nordeste
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Negro,Feminino,PE,Nordeste
36,,Ensino Médio Incompleto,9,Casado,Negro,Masculino,AL,Nordeste
51,Autônomo,Mestrado,15,Casado,Branco,Masculino,SE,Nordeste
52,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,BA,Nordeste
49,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MG,Sudeste
43,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,ES,Sudeste
45,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RJ,Sudeste
49,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,SP,Sudeste
19,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,PR,Sul
44,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,SC,Sul
67,Aposentado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,RS,Sul
58,Funcionário Setor Privado,Mestrado,15,Casado,Branco,Masculino,MS,Centro-Oeste
36,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,MT,Centro-Oeste
67,Aposentado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,GO,Centro-Oeste
61,Funcionário Setor Privado,Doutorado,16,Casado,Branco,Masculino,DF,Centro-Oeste
55,Empresário,Ensino Fundamental Incompleto,4,Solteiro,Negro,Feminino,RO,Norte
23,,Ensino Médio Completo,12,Solteiro,Pardo,Masculino,AC,Norte
35,Funcionário Público,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,AM,Norte
35,Funcionário Setor Privado,Ensino Fundamental Completo,6,Solteiro,Negro,Feminino,R,Norte
20,Servidor Público,Ensino Médio Completo,10,Solteiro,Branco,Feminino,PA,Norte
51,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Feminino,AP,Norte
23,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,TO,Norte
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MA,Nordeste
36,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,PI,Nordeste
47,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,CE,Nordeste
27,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,RN,Nordeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PB,Nordeste
21,Servidor Público,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PE,Nordeste
18,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,AL,Nordeste
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,SE,Nordeste
39,Funcionário Público,Ensino Médio Incompleto,9,Casado,Branco,Masculino,BA,Nordeste
51,Servidor Público,Ensino Médio Completo,10,Casado,Branco,Masculino,MG,Sudeste
47,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,ES,Sudeste
62,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,RJ,Sudeste
49,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,SP,Sudeste
20,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Branco,Masculino,PR,Sul
24,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,SC,Sul
25,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Feminino,RS,Sul
54,Autônomo,Ensino Médio Completo,13,Casado,Branco,Masculino,MS,Centro-Oeste
25,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Branco,Masculino,MT,Centro-Oeste
20,,Ensino Médio Incompleto,9,Casado,Branco,Feminino,GO,Centro-Oeste
43,Funcionário Setor Privado,Ensino Médio Completo,10,Divorciado,Branco,Feminino,DF,Centro-Oeste
26,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,RO,Norte
24,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AC,Norte
18,Funcionário Setor Privado,Ensino Médio Incompleto,7,Solteiro,Indígena,Masculino,AM,Norte
45,MEI,Ensino Médio Completo,10,Casado,Branco,Feminino,R,Norte
45,Autônomo,Ensino Médio Incompleto,9,Casado,Branco,Masculino,PA,Norte
26,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Masculino,AP,Norte
47,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,TO,Norte
54,,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MA,Nordeste
21,Without-pay,Ensino Médio Incompleto,9,Solteiro,Negro,Masculino,PI,Nordeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,CE,Nordeste
68,Aposentado,Ensino Médio Completo,10,Casado,Branco,Masculino,RN,Nordeste
21,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Masculino,PB,Nordeste
28,MEI,Ensino Médio Completo,10,Solteiro,Branco,Masculino,PE,Nordeste
46,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Feminino,AL,Nordeste
35,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Negro,Feminino,SE,Nordeste
50,Autônomo,Ensino Fundamental Completo,6,Solteiro,Branco,Masculino,BA,Nordeste
48,MEI,Ensino Médio Completo,10,Divorciado,Branco,Masculino,MG,Sudeste
17,Menor Aprendiz,Ensino Fundamental Completo,6,Solteiro,Branco,Masculino,ES,Sudeste
59,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,RJ,Sudeste
23,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Negro,Masculino,SP,Sudeste
53,Funcionário Setor Privado,Ensino Médio Incompleto,9,Viúvo,Branco,Feminino,PR,Sul
50,MEI,Mestrado,14,Casado,Branco,Masculino,SC,Sul
32,,Ensino Fundamental Incompleto,3,Solteiro,Branco,Feminino,RS,Sul
53,Funcionário Setor Privado,Ensino Médio Incompleto,8,União Estável,Amarelo,Masculino,MS,Centro-Oeste
52,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,MT,Centro-Oeste
38,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,GO,Centro-Oeste
43,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,DF,Centro-Oeste
35,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,RO,Norte
41,Funcionário Setor Privado,Mestrado,15,Casado,Branco,Masculino,AC,Norte
22,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Masculino,AM,Norte
39,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,R,Norte
45,Funcionário Setor Privado,Mestrado,14,Casado,Branco,Masculino,PA,Norte
31,Funcionário Setor Privado,Ensino Fundamental Completo,5,Casado,Branco,Feminino,AP,Norte
40,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,TO,Norte
47,Autônomo,Ensino Fundamental Incompleto,3,Casado,Branco,Masculino,MA,Nordeste
53,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Negro,Masculino,PI,Nordeste
53,MEI,Ensino Médio Completo,13,Casado,Branco,Masculino,CE,Nordeste
33,Empresário,Ensino Médio Completo,13,Solteiro,Negro,Masculino,RN,Nordeste
24,Funcionário Setor Privado,Ensino Médio Completo,13,Solteiro,Branco,Feminino,PB,Nordeste
34,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,PE,Nordeste
46,MEI,Ensino Médio Incompleto,9,Casado,Branco,Masculino,AL,Nordeste
29,Funcionário Público,Ensino Médio Completo,10,Casado,Branco,Masculino,SE,Nordeste
61,Servidor Público,Ensino Médio Incompleto,7,Viúvo,Branco,Feminino,BA,Nordeste
31,Funcionário Setor Privado,Ensino Médio Incompleto,9,Casado,Branco,Masculino,MG,Sudeste
29,Funcionário Setor Privado,Ensino Médio Incompleto,9,União Estável,Negro,Masculino,ES,Sudeste
42,Funcionário Setor Privado,Ensino Médio Incompleto,9,Separado,Branco,Masculino,RJ,Sudeste
50,Funcionário Público,Ensino Médio Completo,10,Casado,Branco,Masculino,SP,Sudeste
34,Funcionário Setor Privado,Ensino Médio Incompleto,9,Divorciado,Branco,Feminino,PR,Sul
39,Funcionário Setor Privado,Ensino Fundamental Incompleto,4,Casado,Branco,Masculino,SC,Sul
74,Aposentado,Ensino Fundamental Incompleto,2,Casado,Negro,Masculino,RS,Sul
40,Funcionário Setor Privado,Ensino Médio Completo,10,Casado,Branco,Masculino,MS,Centro-Oeste
75,Aposentado,Mestrado,15,Casado,Branco,Masculino,MT,Centro-Oeste
40,Empresário,Ensino Médio Completo,13,Casado,Branco,Feminino,GO,Centro-Oeste
36,Funcionário Setor Privado,Ensino Médio Incompleto,7,Casado,Branco,Masculino,DF,Centro-Oeste
61,,Ensino Médio Completo,13,Casado,Branco,Masculino,RO,Norte
42,,Ensino Médio Incompleto,7,Casado,Branco,Masculino,AC,Norte
28,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Feminino,AM,Norte
19,Funcionário Setor Privado,Ensino Médio Completo,10,Solteiro,Branco,Feminino,R,Norte
36,Funcionário Setor Privado,Ensino Médio Completo,12,Separado,Negro,Feminino,PA,Norte
33,,Ensino Médio Completo,11,Divorciado,Branco,Feminino,AP,Norte
50,Funcionário Público,Ensino Médio Completo,10,Divorciado,Branco,Feminino,TO,Norte
47,Funcionário Setor Privado,Ensino Médio Completo,12,Casado,Negro,Feminino,MA,Nordeste
48,Funcionário Setor Privado,Ensino Médio Incompleto,9,Solteiro,Negro,Feminino,PI,Nordeste
60,MEI,Ensino Médio Incompleto,9,Divorciado,Branco,Masculino,CE,Nordeste
30,Funcionário Setor Privado,Mestrado,14,Solteiro,Negro,Masculino,RN,Nordeste
32,Funcionário Setor Privado,Ensino Médio Completo,13,Casado,Branco,Masculino,PB,Nordeste
45,Empresário,Mestrado,14,Casado,Branco,Feminino,PE,Nordeste
